 偏回帰係数 標準誤差 t値 P値 標準化偏回帰係数 トレランス
PC1 -38.1634856429813 1.42945029342544 -26.6980151870331 4.637813054245e-14 -0.946243497798231 1
PC2 7.70253964233067 1.92408802004256 4.00321584152906 0.00115175901399647 0.141883841693578 1
PC3 -16.9281519682095 2.62243723772642 -6.4551218708615 1.08452978285857e-05 -0.22878543798134 1
PC4 12.2551063867201 3.76532368165478 3.25472852345439 0.00533139690312488 0.115355605307804 1
定数項 1197.2 4.18529755862194 286.048956670644 1.90624408447913e-29 NA NA
