PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19
1 3.59828768255444 -4.54764685744347 -0.879363673225874 0.285793400700253 -1.15683598814129 0.176881823117543 -0.025791558127265 -0.0283938861624955 0.487476058415947 -0.511452522740562 0.228528410335768 0.0719906332356084 0.0595029349458197 -0.075384419727541 0.137960002953789 -0.0137455583690161 0.0037297830773983 -0.00661764369409172 0.000548122068954499
2 -2.98848846970882 -0.29875116622534 -1.09186912462859 0.151524157828779 0.308416693117076 -1.03478387446526 -0.447187890561337 -0.00773532738100375 -0.745289037738262 -0.386787394446475 0.0697885284595742 0.259262483223098 0.122663633366357 -0.0629111578418048 -0.0975913228953616 0.0133563252639082 0.00597084634405353 -0.00223621599182519 0.00237675247527124
3 -3.72204794059842 -0.440707592983425 -0.38996095170326 1.82626182706834 0.654548251982639 0.951072137043451 0.580353182736761 0.702014250807756 0.220166541820607 -0.00772806896092307 0.169281150635672 -0.0759069213327005 -0.136093980276832 0.00224574863023975 -0.0887858286773144 -0.0826312936280483 -0.0251587910426298 0.00559016277512364 0.00280951409874546
4 -0.0625507202705204 -1.7221719963859 0.807833218855473 1.74182899336756 -0.854882557999546 -0.382852359829469 -0.300937114827632 -0.310170003460943 0.276167283850701 0.47259504740316 -0.32647788144978 0.141880002998034 0.0394838660889261 0.0122632755586612 0.0126379266607089 0.0800063967707102 -0.0827526255769677 0.013312666856825 0.00207599821789341
5 1.75167254434904 -0.947116942534119 3.29530516123167 -0.711607456172516 -0.206924529944411 0.0541090021377946 0.658261692084055 0.837171684839626 -0.313970875701034 -0.175882875869522 0.077127454453171 0.0329235403559807 0.100775582804749 0.160702779383249 -0.00408889330036161 0.0905161911036784 -0.0158832559809902 0.0179083459274817 -0.00111923260687166
6 0.189352067857379 -2.7857519880678 3.26818658572985 0.156610076832249 1.09898923514931 0.996686398827095 -0.551371806995487 -0.687379208780339 -0.331804965205098 -0.0415877064453579 -0.196263218819719 -0.0422921430309295 0.0392357265702973 -0.0731256981225335 -0.000488936394626736 -0.0651481299906081 0.0585878595426782 0.0105910971918063 -0.000441415967316698
7 -3.99892312540492 -3.1447333261957 -2.5153980849575 -0.0967813392694418 0.359556347420411 -0.48009997917704 0.875051844949 0.138633421711504 -0.227093144144178 0.055613563337839 -0.414909148291913 -0.269162039047779 0.0772891744685673 -0.00800220294491299 0.096876570557 0.0130791086858448 0.0300179664227662 -0.00292528257599041 -0.00140146120056961
8 6.69920830035234 0.913459079348932 0.304350630888197 0.592229827891369 -0.197290532021091 -0.405767663325256 0.464789473299476 0.161591138316103 0.151963972428578 -0.0260048258001354 -0.237102794757624 -0.125183857603956 -0.0364631883918992 -0.156684398694019 -0.214192012452989 0.020828162649026 0.0473616647922932 -0.0140781270735681 -0.000350974162050101
9 1.15507765261533 2.77744842859007 -1.69656284544734 -0.537245176335016 -0.313910379552749 1.28219885955558 -0.977987177592598 0.732589949817356 -0.231757424016943 0.0195457934095702 -0.284716214254587 0.0478853906000951 0.127160980958976 -0.0843399135952975 0.0635545095572512 0.0149978650253478 -0.0457171383005868 -0.0083064668241415 -0.000677774304194448
10 -3.27247212979051 -0.0199984671477213 2.16647892971395 -0.146422601656226 -1.94174251025029 -0.171611042390983 -0.0438816977797404 0.0154039047866274 -0.228808755371287 0.336797402322465 0.213483459021487 -0.084156384209028 0.105304402781005 0.019815569158478 -0.0118221073718758 -0.0749514817610194 0.00730113371106941 -0.0343189043729462 -0.000547130502138203
11 -0.0614915981569508 -1.09754888627093 -2.35852899428874 0.704596344294288 0.0659544462896396 0.69216864593351 0.227648735990366 -0.615218132874579 -0.204260000778241 0.094680811203839 0.333462845908951 0.0832565905154501 -0.0209207722850309 0.0335977054338272 -0.121545858348459 0.0496170343720273 -0.0623935849701023 0.0016717502663585 -0.00404543574103359
12 -1.12689231616592 1.25984941568149 1.43104068876574 0.94232712496266 1.48404620904128 -0.661668606482841 -0.016991596531129 0.196596151638442 0.368988096792433 -0.106611541135566 -0.135141025814888 0.299600836696164 -0.1797163393104 0.0333536163648745 0.082157131328741 -0.0338397724408636 -0.0214718596727702 -0.0228622576238263 -0.00280010143466817
13 2.68381771938049 1.36326524816242 -1.76519215057302 0.938574989535586 0.1157855691456 0.0231025538373114 -0.0754093673308711 0.087087205195281 0.00529152908778007 0.361813609321752 0.142565607647003 0.173033120837483 0.110202155369574 0.146308466262366 0.056879447925854 -0.0135573190488266 0.161610491750937 0.00836479541938594 0.000370168326074196
14 -1.35523052745374 1.12809725069501 0.275169631459 1.01442057630548 -0.161128972411274 -0.508032319537941 -1.19370479298925 0.0884843851649136 -0.0151369981258552 -0.134067747050271 0.208013774124102 -0.367982474780329 -0.301616907283963 0.00755743583772546 0.0409297534620005 0.082788030992664 0.0304407592651935 0.00759928484925111 -0.000605222879177259
15 -4.13063412736579 2.65122372386356 0.124229156632429 -0.981303890702797 -0.829434695586325 -0.392593014123624 -0.0267555937696792 -0.0543587289184667 0.60788197464892 -0.126187831106899 -0.0312852162477152 0.0369605618667646 0.163672395961617 -0.0980488617710047 -0.0568671304692564 -0.0620863857383324 0.0166249421846179 0.0341264445933298 -0.00196700538781202
16 1.05141553893986 -3.47517954741372 -0.836856349295364 -3.00563420665762 1.02807593020518 -0.366249345395514 -0.699837795171285 0.266466239904524 0.341409975655546 0.331514087580687 0.102438096002325 -0.0131018040027055 -0.0813026019767902 0.0594246878729308 -0.0853173767853303 -0.0216483011036487 -0.0202290546671863 -0.00276911463023774 0.000800024127593631
17 -2.42345682495751 1.54030624949225 -0.1607196405211 -1.70875581999809 -0.939204544400399 0.743423187873772 0.526731678779983 -0.507647472940515 0.0681061810194434 -0.180641794242107 -0.214488748661387 0.142403502979137 -0.352076665701215 0.0727323437574718 -0.0111676088394275 0.0640852779531171 0.0466379429291355 -0.00772739563819177 0.00168072830956251
18 4.96250953959717 1.74585879312211 -0.706542383083277 -0.308861240788273 -0.446004038943745 -0.536470428313406 0.310390953527351 -0.226811854012637 -0.504663468141607 0.0117051293198483 -0.0405772524043486 -0.058151803060193 -0.214313753981994 0.0539603206930575 0.0789968946350468 -0.140609102215565 -0.0757971764741096 0.0169113575069898 0.000357390452986662
